Transcript,Gene,Alias,Fold Change,Direction,Total FPKM,Q-Value,Description
AT3G01540.4,AT3G01540,DRH1,1.00,UP,11.90,1,DEAD-box ATP-dependent RNA helicase 14
AT3G01690.1,AT3G01690,,1.00,UP,40.78,1,alpha/beta-hydrolase domain-containing protein
AT3G01740.1,AT3G01740,,1.00,UP,14.09,1,Mitochondrial ribosomal protein L37
AT3G01910.1,AT3G01910,AT-SO,1.00,UP,11.40,1,sulfite oxidase
AT3G02020.1,AT3G02020,AK3,1.00,UP,15.39,1,aspartokinase 3
AT3G02040.1,AT3G02040,SRG3,1.00,UP,13.71,1,senescence-related protein
AT3G02080.1,AT3G02080,,1.00,UP,118.86,1,40S ribosomal protein S19-1
AT3G02090.1,AT3G02090,MPPBETA,1.00,UP,42.21,1,mitochondrial processing peptidase
AT3G02110.1,AT3G02110,scpl25,1.00,UP,12.46,1,serine carboxypeptidase-like 25
AT3G02120.1,AT3G02120,,1.00,UP,17.70,1,hydroxyproline-rich glycoprotein-like protein
AT3G02180.1,AT3G02180,SP1L3,1.00,UP,9.57,1,SPIRAL1-like3
AT3G02180.3,AT3G02180,SP1L3,1.00,UP,15.22,1,SPIRAL1-like3
AT3G02190.1,AT3G02190,,1.00,UP,24.47,1,60S ribosomal protein L39-2
AT3G02200.2,AT3G02200,,1.00,UP,11.08,1,Proteasome component (PCI) domain protein
AT3G02230.1,AT3G02230,RGP1,1.00,UP,35.23,1,reversibly glycosylated polypeptide 1
AT3G02350.1,AT3G02350,GAUT9,1.00,UP,10.78,1,alpha-1;4-galacturonosyltransferase
AT3G02360.1,AT3G02360,,1.00,UP,25.14,1,6-phosphogluconate dehydrogenase
AT3G02380.1,AT3G02380,COL2,1.00,UP,8.32,1,zinc finger protein CONSTANS-LIKE 2
AT3G02450.1,AT3G02450,,1.00,UP,11.83,1,putative cell division protein ftsH
AT3G02468.1,AT3G02468,CPuORF9,1.00,UP,20.01,1,uncharacterized protein
AT3G02480.1,AT3G02480,,1.00,UP,52.11,1,Late embryogenesis abundant protein (LEA) family protein
AT3G02530.1,AT3G02530,,1.00,UP,12.09,1,TCP-1/cpn60 chaperonin family protein
AT3G02540.3,AT3G02540,RAD23-3,1.00,UP,9.84,1,putative DNA repair protein RAD23-3
AT3G02560.1,AT3G02560,,1.00,UP,37.44,1,40S ribosomal protein S7-2
AT3G02570.1,AT3G02570,MEE31,1.00,UP,13.62,1,mannose-6-phosphate isomerase
AT3G02630.1,AT3G02630,,1.00,UP,10.31,1,acyl
AT3G02700.1,AT3G02700,,1.00,UP,11.18,1,NC domain-containing protein
AT3G02710.1,AT3G02710,,1.00,UP,13.76,1,beta-catenin-like protein 1
AT3G02730.1,AT3G02730,TRXF1,1.00,UP,112.33,1,thioredoxin F1
AT3G02740.1,AT3G02740,,1.00,UP,9.61,1,aspartyl protease-like protein
AT3G02760.1,AT3G02760,,1.00,UP,13.68,1,histidyl-tRNA synthetase
AT3G02770.1,AT3G02770,,1.00,UP,15.61,1,Regulator of ribonuclease-like protein 1
AT3G02780.1,AT3G02780,IPP2,1.00,UP,63.19,1,Isopentenyl-diphosphate Delta-isomerase II
AT3G02790.1,AT3G02790,,1.00,UP,34.00,1,C2H2-type zinc finger-containing protein
AT3G02830.1,AT3G02830,ZFN1,1.00,UP,21.27,1,zinc finger CCCH domain-containing protein 33
AT3G02900.1,AT3G02900,,1.00,UP,8.68,1,uncharacterized protein
AT3G02910.1,AT3G02910,,1.00,UP,15.45,1,AIG2-like (avirulence induced gene) family protein
AT3G02950.1,AT3G02950,THO7,1.00,UP,12.64,1,Tho complex subunit 7/Mft1p
AT3G03070.1,AT3G03070,,1.00,UP,56.91,1,NADH dehydrogenase (ubiquinone) Fe-S protein 6
AT3G03100.1,AT3G03100,,1.00,UP,107.05,1,putative NADH dehydrogenase
AT3G03100.2,AT3G03100,,1.00,UP,8.96,1,putative NADH dehydrogenase
AT3G03150.1,AT3G03150,,1.00,UP,37.39,1,uncharacterized protein
AT3G03160.1,AT3G03160,,1.00,UP,36.61,1,uncharacterized protein
AT3G03250.1,AT3G03250,UGP,1.00,UP,28.17,1,putative UTP--glucose-1-phosphate uridylyltransferase 2
AT3G03270.2,AT3G03270,,1.00,UP,9.55,1,adenine nucleotide alpha hydrolases-like protein
AT3G03340.1,AT3G03340,UNE6,1.00,UP,7.31,1,LUC7 related protein
AT3G03380.1,AT3G03380,DegP7,1.00,UP,10.75,1,protease Do-like 7
AT3G03710.1,AT3G03710,RIF10,1.00,UP,13.91,1,polyribonucleotide nucleotidyltransferase
AT3G03780.2,AT3G03780,ATMS2,1.00,UP,20.52,1,methionine synthase 2
AT3G03870.2,AT3G03870,,1.00,UP,7.87,1,uncharacterized protein
AT3G03920.1,AT3G03920,,1.00,UP,44.68,1,H/ACA ribonucleoprotein complex subunit 1
AT3G03940.1,AT3G03940,,1.00,UP,7.21,1,protein kinase-like protein
AT3G03960.1,AT3G03960,,1.00,UP,20.77,1,TCP-1/cpn60 chaperonin family protein
AT3G03980.1,AT3G03980,,1.00,UP,11.43,1,3-oxoacyl
AT3G03990.1,AT3G03990,,1.00,UP,35.78,1,alpha/beta-hydrolase domain-containing protein
AT3G04090.1,AT3G04090,SIP1A,1.00,UP,12.59,1,aquaporin SIP1-1
AT3G04120.1,AT3G04120,GAPC,1.00,UP,156.35,1,glyceraldehyde-3-phosphate dehydrogenase; cytosolic
AT3G04260.1,AT3G04260,PTAC3,1.00,UP,14.20,1,plastid transcriptionally active 3
AT3G04290.1,AT3G04290,ATLTL1,1.00,UP,16.44,1,GDSL esterase/lipase LTL1
AT3G04340.1,AT3G04340,emb2458,1.00,UP,11.81,1,FtsH extracellular protease family
AT3G04470.1,AT3G04470,,1.00,UP,9.78,1,ankyrin repeat-containing protein
AT3G04500.1,AT3G04500,,1.00,UP,11.57,1,RNA recognition motif-containing protein
AT3G04520.2,AT3G04520,THA2,1.00,UP,11.45,1,threonine aldolase 2
AT3G04550.1,AT3G04550,,1.00,UP,40.70,1,uncharacterized protein
AT3G04590.1,AT3G04590,,1.00,UP,7.75,1,AT hook motif DNA-binding family protein
AT3G04600.1,AT3G04600,,1.00,UP,10.20,1,tryptophanyl-tRNA synthetase
AT3G04610.1,AT3G04610,FLK,1.00,UP,10.40,1,RNA-binding KH domain-containing protein
AT3G04640.2,AT3G04640,,1.00,UP,8.65,1,glycine-rich protein
AT3G04720.1,AT3G04720,PR4,1.00,UP,65.62,1,hevein-like protein
AT3G04730.1,AT3G04730,IAA16,1.00,UP,62.01,1,auxin-responsive protein IAA16
AT3G04830.2,AT3G04830,,1.00,UP,12.71,1,prenylyltransferase-like protein
AT3G04840.1,AT3G04840,,1.00,UP,105.77,1,40S ribosomal protein S3a-1
AT3G04870.1,AT3G04870,PDE181,1.00,UP,19.99,1,zeta-carotene desaturase
AT3G04880.1,AT3G04880,DRT102,1.00,UP,9.64,1,DNA-damage-repair/toleration protein DRT102
AT3G04910.3,AT3G04910,WNK1,1.00,UP,27.08,1,serine/threonine-protein kinase WNK1
AT3G04920.1,AT3G04920,,1.00,UP,73.42,1,40S ribosomal protein S24-1
AT3G04930.1,AT3G04930,,1.00,UP,12.93,1,DNA-binding storekeeper protein-related transcriptional regulator
AT3G04940.1,AT3G04940,ATCYSD1,1.00,UP,8.35,1,cysteine synthase D1
AT3G05000.1,AT3G05000,,1.00,UP,43.88,1,Transport protein particle (TRAPP) component
AT3G05020.1,AT3G05020,ACP1,1.00,UP,37.10,1,acyl carrier protein 1
AT3G05100.1,AT3G05100,,1.00,UP,9.90,1,S-adenosylmethionine-dependent methyltransferase domain-containing protein
AT3G05130.1,AT3G05130,,1.00,UP,16.56,1,uncharacterized protein
AT3G05160.1,AT3G05160,,1.00,UP,18.89,1,sugar transporter ERD6-like 10
AT3G05165.4,AT3G05165,,1.00,UP,19.91,1,sugar transporter ERD6-like 11
AT3G05220.1,AT3G05220,,1.00,UP,68.34,1,heavy-metal-associated domain-containing protein
AT3G05220.2,AT3G05220,,1.00,UP,16.01,1,heavy-metal-associated domain-containing protein
AT3G05230.2,AT3G05230,,1.00,UP,13.44,1,Signal peptidase complex subunit 3A
AT3G05270.1,AT3G05270,,1.00,UP,8.20,1,filament-like plant protein 3
AT3G05280.1,AT3G05280,,1.00,UP,10.29,1,Integral membrane Yip1-like protein
AT3G05345.1,AT3G05345,,1.00,UP,22.60,1,DnaJ domain-containing protein
AT3G05410.1,AT3G05410,,1.00,UP,9.61,1,Photosystem II reaction center PsbP family protein
AT3G05420.2,AT3G05420,ACBP4,1.00,UP,9.78,1,acyl-CoA binding protein 4
AT3G05490.1,AT3G05490,RALFL22,1.00,UP,18.53,1,ralf-like 22 protein
AT3G05500.1,AT3G05500,,1.00,UP,11.25,1,Rubber elongation factor protein
AT3G05520.1,AT3G05520,,1.00,UP,9.61,1,F-actin-capping protein subunit alpha
AT3G05530.1,AT3G05530,RPT5A,1.00,UP,17.37,1,regulatory particle triple-A ATPase 5A
AT3G05545.1,AT3G05545,,1.00,UP,8.10,1,RING/U-box domain-containing protein
AT3G05560.1,AT3G05560,,1.00,UP,75.87,1,60S ribosomal protein L22-2
AT3G05670.1,AT3G05670,,1.00,UP,7.78,1,RING/U-box protein
AT3G05727.1,AT3G05727,,1.00,UP,53.56,1,defensin-like protein 204
AT3G05730.1,AT3G05730,,1.00,UP,355.77,1,defensin-like protein 205
AT3G05760.1,AT3G05760,,1.00,UP,20.56,1,U4/U6.U5 tri-snRNP component
AT3G05800.1,AT3G05800,AIF1,1.00,UP,10.55,1,transcription factor bHLH150
AT3G05810.1,AT3G05810,,1.00,UP,22.16,1,uncharacterized protein
AT3G05840.1,AT3G05840,ATSK12,1.00,UP,9.28,1,Shaggy-related protein kinase gamma
AT3G05840.2,AT3G05840,ATSK12,1.00,UP,8.21,1,Shaggy-related protein kinase gamma
AT3G05880.1,AT3G05880,RCI2A,1.00,UP,161.05,1,Hydrophobic protein RCI2A
AT3G05890.1,AT3G05890,RCI2B,1.00,UP,58.04,1,Hydrophobic protein RCI2B
AT3G05900.1,AT3G05900,,1.00,UP,10.96,1,neurofilament protein-related protein
AT3G05970.1,AT3G05970,LACS6,1.00,UP,15.13,1,long-chain acyl-CoA synthetase 6
AT3G06040.1,AT3G06040,,1.00,UP,14.67,1,ribosomal protein L12/ ATP-dependent Clp protease adaptor protein
AT3G06050.1,AT3G06050,PRXIIF,1.00,UP,12.80,1,peroxiredoxin-2F
AT3G06070.1,AT3G06070,,1.00,UP,15.12,1,uncharacterized protein
AT3G06080.2,AT3G06080,TBL10,1.00,UP,6.44,1,uncharacterized protein
AT3G06110.1,AT3G06110,MKP2,1.00,UP,12.03,1,MAPK phosphatase 2
AT3G06125.2,AT3G06125,,1.00,UP,14.62,1,other RNA
AT3G06130.1,AT3G06130,,1.00,UP,6.33,1,heavy-metal-associated domain-containing protein
AT3G06190.1,AT3G06190,ATBPM2,1.00,UP,9.42,1,BTB/POZ and M2 domain-containing protein
AT3G06320.1,AT3G06320,,1.00,UP,16.94,1,Ribosomal protein L33 family protein
AT3G06380.1,AT3G06380,ATTLP9,1.00,UP,11.40,1,tubby-like F-box protein 9
AT3G06390.1,AT3G06390,,1.00,UP,11.65,1,uncharacterized protein
AT3G06400.2,AT3G06400,CHR11,1.00,UP,10.40,1,chromatin-remodeling protein 11
AT3G06410.1,AT3G06410,,1.00,UP,10.47,1,zinc finger CCCH domain-containing protein 34
AT3G06483.1,AT3G06483,PDK,1.00,UP,24.52,1,pyruvate dehydrogenase kinase
AT3G06510.1,AT3G06510,SFR2,1.00,UP,15.84,1,beta-glucosidase-like SFR2
AT3G06550.3,AT3G06550,,1.00,UP,7.52,1,O-acetyltransferase family protein
AT3G06580.1,AT3G06580,GAL1,1.00,UP,12.47,1,Galactokinase
AT3G06590.1,AT3G06590,,1.00,UP,15.96,1,transcription factor bHLH148
AT3G06650.1,AT3G06650,ACLB-1,1.00,UP,19.40,1,ATP-citrate lyase B-1
AT3G06670.1,AT3G06670,,1.00,UP,9.92,1,component of IIS longevity pathway SMK-1 domain-containing protein
AT3G06680.1,AT3G06680,,1.00,UP,5.04,1,60S ribosomal protein L29-2
AT3G06680.3,AT3G06680,,1.00,UP,46.03,1,60S ribosomal protein L29-2
AT3G06700.1,AT3G06700,,1.00,UP,230.13,1,60S ribosomal protein L29-1
AT3G06720.2,AT3G06720,AT-IMP,1.00,UP,16.83,1,Importin subunit alpha-1
AT3G06750.1,AT3G06750,,1.00,UP,31.44,1,hydroxyproline-rich glycoprotein family protein
AT3G06780.1,AT3G06780,,1.00,UP,26.95,1,glycine-rich protein
AT3G06790.2,AT3G06790,,1.00,UP,5.76,1,putative protein DAG
AT3G06820.2,AT3G06820,AtBRCC36B,1.00,UP,8.27,1,BRCA1/BRCA2-containing complex subunit 3
AT3G06860.1,AT3G06860,MFP2,1.00,UP,15.31,1,enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase
AT3G06870.1,AT3G06870,,1.00,UP,18.52,1,proline-rich family protein
AT3G06895.1,AT3G06895,,1.00,UP,2816.56,1,uncharacterized protein
AT3G06900.1,AT3G06900,U4.2,1.00,UP,81.45,1,U4.2snRNA
AT3G06980.1,AT3G06980,,1.00,UP,14.42,1,DEAD-box ATP-dependent RNA helicase 50
AT3G07010.1,AT3G07010,,1.00,UP,12.86,1,putative pectate lyase 8
AT3G07030.1,AT3G07030,,1.00,UP,15.77,1,Alba DNA/RNA-binding protein
AT3G07050.1,AT3G07050,,1.00,UP,14.38,1,putative GTP-binding protein
AT3G07090.1,AT3G07090,,1.00,UP,17.30,1,PPPDE putative thiol peptidase family protein
AT3G07100.1,AT3G07100,SEC24A,1.00,UP,8.99,1,sec24-like transport protein
AT3G07110.1,AT3G07110,,1.00,UP,50.65,1,60S ribosomal protein L13a-1
AT3G07170.1,AT3G07170,,1.00,UP,9.23,1,Sterile alpha motif (SAM) domain-containing protein
AT3G07200.2,AT3G07200,,1.00,UP,7.62,1,RING/U-box domain-containing protein
AT3G07230.1,AT3G07230,,1.00,UP,113.27,1,wound-responsive-related protein
AT3G07273.1,AT3G07273,,1.00,UP,71.17,1,uncharacterized protein
AT3G07310.1,AT3G07310,,1.00,UP,21.03,1,uncharacterized protein
AT3G07320.1,AT3G07320,,1.00,UP,8.28,1,O-Glycosyl hydrolases family 17 protein
AT3G07350.1,AT3G07350,,1.00,UP,12.92,1,uncharacterized protein
AT3G07360.2,AT3G07360,ATPUB9,1.00,UP,9.43,1,U-box domain-containing protein 9
AT3G07360.3,AT3G07360,ATPUB9,1.00,UP,8.98,1,U-box domain-containing protein 9
AT3G07390.1,AT3G07390,AIR12,1.00,UP,14.31,1,auxin-responsive-like protein
AT3G07430.1,AT3G07430,emb1990,1.00,UP,29.51,1,YGGT family protein
AT3G07460.2,AT3G07460,,1.00,UP,19.76,1,uncharacterized protein
AT3G07470.1,AT3G07470,,1.00,UP,29.46,1,uncharacterized protein
AT3G07480.1,AT3G07480,,1.00,UP,35.56,1,2Fe-2S ferredoxin-like protein
AT3G07560.1,AT3G07560,APM2,1.00,UP,45.16,1,peroxin 13
AT3G07568.1,AT3G07568,,1.00,UP,22.87,1,uncharacterized protein
AT3G07680.1,AT3G07680,,1.00,UP,25.98,1,emp24/gp25L/p24 family/GOLD domain-containing protein
AT3G07760.2,AT3G07760,,1.00,UP,22.53,1,Sterile alpha motif (SAM) domain-containing protein
AT3G07770.1,AT3G07770,Hsp89.1,1.00,UP,8.19,1,HEAT SHOCK PROTEIN 89.1
AT3G07780.1,AT3G07780,OBE1,1.00,UP,29.17,1,protein OBERON 1
AT3G07790.1,AT3G07790,,1.00,UP,13.42,1,protein DGCR14
AT3G07810.2,AT3G07810,,1.00,UP,6.59,1,RNA recognition motif-containing protein
AT3G07880.1,AT3G07880,SCN1,1.00,UP,25.01,1,Rho GDP-dissociation inhibitor 1
AT3G07910.1,AT3G07910,,1.00,UP,18.47,1,uncharacterized protein
AT3G07950.1,AT3G07950,,1.00,UP,11.58,1,rhomboid protein-like protein
AT3G08010.1,AT3G08010,ATAB2,1.00,UP,14.44,1,RNA binding protein
AT3G08030.1,AT3G08030,,1.00,UP,25.11,1,uncharacterized protein
AT3G08510.1,AT3G08510,ATPLC2,1.00,UP,10.73,1,phosphoinositide phospholipase C 2
AT3G08520.1,AT3G08520,,1.00,UP,1872.02,1,60S ribosomal protein L41
AT3G08530.1,AT3G08530,,1.00,UP,14.80,1,Clathrin; heavy chain
AT3G08580.2,AT3G08580,AAc1,1.00,UP,168.51,1,ADP;ATP carrier protein 1
AT3G08590.1,AT3G08590,,1.00,UP,21.53,1,Phosphoglycerate mutase; 2;3-bisphosphoglycerate-independent
AT3G08610.1,AT3G08610,,1.00,UP,283.29,1,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 1
AT3G08640.1,AT3G08640,,1.00,UP,20.26,1,uncharacterized protein
AT3G08650.1,AT3G08650,,1.00,UP,7.94,1,ZIP metal ion transporter-like protein
AT3G08680.2,AT3G08680,,1.00,UP,7.93,1,putative inactive receptor kinase
AT3G08740.1,AT3G08740,,1.00,UP,74.93,1,elongation factor EF-P
AT3G08770.1,AT3G08770,LTP6,1.00,UP,39.21,1,non-specific lipid-transfer protein 6
AT3G08890.1,AT3G08890,,1.00,UP,13.23,1,uncharacterized protein
AT3G08920.1,AT3G08920,,1.00,UP,12.77,1,rhodanese-like domain-containing protein
AT3G08930.1,AT3G08930,,1.00,UP,10.58,1,LMBR1-like membrane protein
AT3G08940.2,AT3G08940,LHCB4.2,1.00,UP,591.14,1,chlorophyll a-b binding protein CP29.2
AT3G09200.1,AT3G09200,,1.00,UP,151.87,1,60S acidic ribosomal protein P0-2
AT3G09210.1,AT3G09210,PTAC13,1.00,UP,12.26,1,plastid transcriptionally active 13
AT3G09260.1,AT3G09260,BGLU23,1.00,UP,245.01,1,beta-glucosidase 23
AT3G09300.1,AT3G09300,ORP3B,1.00,UP,15.81,1,OSBP(oxysterol binding protein)-related protein 3B
AT3G09390.1,AT3G09390,ATMT-K,1.00,UP,583.81,1,metallothionein 2A
AT3G09440.2,AT3G09440,,1.00,UP,48.58,1,protein heat shock protein 70-3
AT3G09470.1,AT3G09470,,1.00,UP,5.63,1,UNC93-like protein
AT3G09500.1,AT3G09500,,1.00,UP,238.53,1,60S ribosomal protein L35-1
AT3G09630.1,AT3G09630,,1.00,UP,61.70,1,60S ribosomal protein L4-1
AT3G09735.1,AT3G09735,,1.00,UP,48.13,1,DNA-binding protein S1FA3
AT3G09740.1,AT3G09740,ATSYP71,1.00,UP,20.31,1,syntaxin-71
AT3G09770.1,AT3G09770,,1.00,UP,15.04,1,RING/U-box domain-containing protein
AT3G09820.1,AT3G09820,ADK1,1.00,UP,49.02,1,adenosine kinase 1
AT3G09840.1,AT3G09840,ATCDC48,1.00,UP,68.56,1,cell division control protein 48-A
AT3G09850.1,AT3G09850,,1.00,UP,10.00,1,D111/G-patch domain-containing protein
AT3G09860.1,AT3G09860,,1.00,UP,61.69,1,uncharacterized protein
AT3G09980.1,AT3G09980,,1.00,UP,26.42,1,uncharacterized protein
AT3G10020.1,AT3G10020,,1.00,UP,21.29,1,uncharacterized protein
AT3G10020.2,AT3G10020,,1.00,UP,34.92,1,uncharacterized protein
AT3G10050.1,AT3G10050,OMR1,1.00,UP,9.53,1,threonine dehydratase biosynthetic
AT3G10060.1,AT3G10060,,1.00,UP,27.13,1,FKBP-like peptidyl-prolyl cis-trans isomerase-like protein
AT3G10090.1,AT3G10090,,1.00,UP,28.03,1,40S ribosomal protein S28-1
AT3G10260.1,AT3G10260,,1.00,UP,8.93,1,reticulon-like protein B8
AT3G10420.2,AT3G10420,SPD1,1.00,UP,17.15,1,P-loop containing nucleoside triphosphate hydrolase family protein
AT3G10520.1,AT3G10520,ATGLB2,1.00,UP,35.11,1,non-symbiotic hemoglobin 2
AT3G10610.1,AT3G10610,,1.00,UP,23.94,1,40S ribosomal protein S17-3
AT3G10640.1,AT3G10640,VPS60.1,1.00,UP,8.39,1,charged multivesicular body protein 5
AT3G10670.1,AT3G10670,ATNAP7,1.00,UP,12.23,1,ABC transporter I family member 6
AT3G10740.1,AT3G10740,ASD1,1.00,UP,17.66,1,alpha-L-arabinofuranosidase 1
AT3G10760.1,AT3G10760,,1.00,UP,11.12,1,myb family transcription factor
AT3G10770.1,AT3G10770,,1.00,UP,22.18,1,Single-stranded nucleic acid binding R3H protein
AT3G10850.1,AT3G10850,GLX2-2,1.00,UP,59.43,1,Hydroxyacylglutathione hydrolase cytoplasmic
AT3G10860.1,AT3G10860,,1.00,UP,289.49,1,Cytochrome b-c1 complex; subunit 8 protein
AT3G10920.1,AT3G10920,MEE33,1.00,UP,40.69,1,Superoxide dismutase
AT3G10920.2,AT3G10920,MEE33,1.00,UP,19.01,1,Superoxide dismutase
AT3G10970.3,AT3G10970,,1.00,UP,15.12,1,haloacid dehalogenase-like hydrolase
AT3G10985.1,AT3G10985,SAG20,1.00,UP,15.24,1,senescence associated protein 20
AT3G11090.1,AT3G11090,LBD21,1.00,UP,13.09,1,LOB domain-containing protein 21
AT3G11120.1,AT3G11120,,1.00,UP,295.05,1,60S ribosomal protein L41
AT3G11130.1,AT3G11130,,1.00,UP,17.40,1,Clathrin; heavy chain
AT3G11170.1,AT3G11170,FAD7,1.00,UP,31.10,1,omega-3 fatty acid desaturase
AT3G11230.1,AT3G11230,,1.00,UP,15.81,1,yippee-like protein
AT3G11250.1,AT3G11250,,1.00,UP,13.93,1,60S acidic ribosomal protein P0-3
AT3G11330.1,AT3G11330,PIRL9,1.00,UP,10.76,1,ras group-related LRR 9 protein
AT3G11340.1,AT3G11340,,1.00,UP,8.45,1,UDP-glycosyltransferase-like protein
AT3G11400.1,AT3G11400,EIF3G1,1.00,UP,37.22,1,translation initiation factor eIF-3 subunit 4
AT3G11410.1,AT3G11410,ATPP2CA,1.00,UP,11.06,1,protein phosphatase 2C 37
AT3G11510.1,AT3G11510,,1.00,UP,154.46,1,40S ribosomal protein S14-2
AT3G11630.1,AT3G11630,,1.00,UP,162.24,1,2-Cys peroxiredoxin BAS1
AT3G11660.1,AT3G11660,NHL1,1.00,UP,18.14,1,NDR1/HIN1-Like protein 1
AT3G11700.1,AT3G11700,FLA18,1.00,UP,12.95,1,fasciclin-like arabinogalactan protein 18
AT3G11710.1,AT3G11710,ATKRS-1,1.00,UP,23.92,1,Lysyl-tRNA synthetase
AT3G11730.1,AT3G11730,ATFP8,1.00,UP,18.10,1,Ras-related protein RABD1
AT3G11780.1,AT3G11780,,1.00,UP,24.65,1,MD-2-related lipid recognition domain-containing protein
AT3G11800.1,AT3G11800,,1.00,UP,13.16,1,uncharacterized protein
AT3G11810.1,AT3G11810,,1.00,UP,27.97,1,uncharacterized protein
AT3G11820.2,AT3G11820,PEN1,1.00,UP,6.19,1,syntaxin-121
AT3G11830.2,AT3G11830,,1.00,UP,28.29,1,TCP-1/cpn60 chaperonin family protein
AT3G11930.4,AT3G11930,,1.00,UP,205.48,1,adenine nucleotide alpha hydrolases-like protein
AT3G11945.1,AT3G11945,ATHST,1.00,UP,7.60,1,homogentisate solanesyltransferase
AT3G12050.1,AT3G12050,,1.00,UP,18.56,1,Aha1 domain-containing protein
AT3G12050.2,AT3G12050,,1.00,UP,12.89,1,Aha1 domain-containing protein
AT3G12100.1,AT3G12100,,1.00,UP,6.00,1,metal tolerance protein C2
AT3G12120.1,AT3G12120,FAD2,1.00,UP,169.65,1,omega-6 fatty acid desaturase; endoplasmic reticulum
AT3G12130.1,AT3G12130,,1.00,UP,9.75,1,zinc finger CCCH domain-containing protein 36
AT3G12150.1,AT3G12150,,1.00,UP,8.40,1,uncharacterized protein
AT3G12260.1,AT3G12260,,1.00,UP,38.40,1,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 6
AT3G12290.1,AT3G12290,,1.00,UP,42.66,1,amino acid dehydrogenase family protein
AT3G12345.1,AT3G12345,,1.00,UP,61.11,1,uncharacterized protein
AT3G12370.1,AT3G12370,,1.00,UP,15.36,1,large subunit ribosomal protein L10
AT3G12390.1,AT3G12390,,1.00,UP,51.13,1,Nascent polypeptide-associated complex subunit alpha-like protein 1
AT3G12400.1,AT3G12400,ELC,1.00,UP,9.04,1,protein ELC
AT3G12480.1,AT3G12480,NF-YC11,1.00,UP,7.48,1,nuclear factor Y; subunit C11
AT3G12490.2,AT3G12490,CYSB,1.00,UP,39.27,1,cysteine proteinase inhibitor 6
AT3G12587.1,AT3G12587,,1.00,UP,60.99,1,Oligosaccaryltransferase
AT3G12600.1,AT3G12600,NUDT16,1.00,UP,29.95,1,nudix hydrolase 16
AT3G12610.1,AT3G12610,DRT100,1.00,UP,22.13,1,DNA-damage-repair/toleration protein DRT100
AT3G12630.1,AT3G12630,,1.00,UP,35.79,1,zinc finger A20 and AN1 domain-containing stress-associated protein 5
AT3G12650.1,AT3G12650,,1.00,UP,11.01,1,uncharacterized protein
AT3G12710.1,AT3G12710,,1.00,UP,11.79,1,DNA-3-methyladenine glycosylase I
AT3G12740.1,AT3G12740,ALIS1,1.00,UP,10.42,1,ALA-interacting subunit 1
AT3G12760.1,AT3G12760,,1.00,UP,16.82,1,uncharacterized protein
AT3G12930.1,AT3G12930,,1.00,UP,16.57,1,Lojap-related protein
AT3G12965.1,AT3G12965,,1.00,UP,273.64,1,other RNA
AT3G12990.3,AT3G12990,RRP45a,1.00,UP,10.12,1,ribonuclease PH45A
AT3G13061.1,AT3G13061,,1.00,UP,30.13,1,other RNA
AT3G13070.1,AT3G13070,,1.00,UP,10.22,1,CBS domain and transporter associated domain-containing protein
AT3G13110.1,AT3G13110,SAT-A,1.00,UP,37.51,1,serine acetyltransferase 3
AT3G13120.1,AT3G13120,,1.00,UP,73.01,1,30S ribosomal protein S10
AT3G13120.2,AT3G13120,,1.00,UP,7.92,1,30S ribosomal protein S10
AT3G13200.1,AT3G13200,EMB2769,1.00,UP,31.31,1,protein CWC15
AT3G13300.2,AT3G13300,VCS,1.00,UP,8.20,1,enhancer of mRNA-decapping protein 4
AT3G13310.1,AT3G13310,,1.00,UP,14.62,1,chaperone DnaJ-domain containing protein
AT3G13340.1,AT3G13340,,1.00,UP,7.85,1,transducin/WD40 domain-containing protein
AT3G13360.1,AT3G13360,WIP3,1.00,UP,11.41,1,WPP domain-interacting protein 3
AT3G13410.1,AT3G13410,,1.00,UP,27.48,1,uncharacterized protein
AT3G13460.1,AT3G13460,ECT2,1.00,UP,16.62,1,uncharacterized protein
AT3G13460.3,AT3G13460,ECT2,1.00,UP,21.63,1,uncharacterized protein
AT3G13470.1,AT3G13470,,1.00,UP,22.67,1,TCP-1/cpn60 chaperonin family protein
AT3G13490.1,AT3G13490,OVA5,1.00,UP,9.23,1,Lysyl-tRNA synthetase; class II
AT3G13510.1,AT3G13510,,1.00,UP,8.33,1,uncharacterized protein
AT3G13520.1,AT3G13520,AGP12,1.00,UP,131.23,1,arabinogalactan protein 12
AT3G13550.1,AT3G13550,EMB144,1.00,UP,7.04,1,constitutive photomorphogenesis protein 10
AT3G13580.1,AT3G13580,,1.00,UP,29.05,1,60S ribosomal protein L7-4
AT3G13670.1,AT3G13670,,1.00,UP,15.88,1,protein kinase-like protein
AT3G13690.1,AT3G13690,,1.00,UP,11.81,1,protein kinase protein with adenine nucleotide alpha hydrolases-like domain-containing protein
AT3G13720.1,AT3G13720,PRA1.F3,1.00,UP,15.14,1,PRA1 family protein F3
AT3G13740.1,AT3G13740,,1.00,UP,11.39,1,Ribonuclease III family protein
AT3G13750.1,AT3G13750,BGAL1,1.00,UP,47.88,1,beta galactosidase 1
AT3G13772.1,AT3G13772,AtTMN7,1.00,UP,12.24,1,protein transmembrane nine 7
